team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
UTA,2025,UTA,UTA,Team Level,4on5,82,0.08,0.11,0.13,23401.0,54.54,4.71,2.86,9.07,1.9,18.72,37.74,4.66,4.71,4.66,53.0,22.0,9.0,84.0,6.0,3.0,1.0,2.0,0.0,17.0,47.0,47.0,69.0,12.0,24.0,193.0,40.0,25.0,61.0,53.0,17.0,5.0,1.33,2.14,1.24,1.0,3.0,2.0,84.0,75.0,75.0,55.0,0.65,0.45,0.45,4.92,4.92,4.88,378.13,51.19,35.34,81.18,12.7,213.4,115.18,47.94,51.19,47.94,335.0,174.0,153.0,662.0,45.0,57.0,13.0,67.0,0.0,193.0,147.0,290.0,464.0,12.0,24.0,216.0,12.0,13.0,88.0,352.0,98.0,59.0,9.22,11.95,30.03,10.0,8.0,27.0,662.0,509.0,509.0,3.0,9.28,16.72,16.71,43.77,43.77,41.5
UTA,2025,UTA,UTA,Team Level,5on4,82,0.9,0.86,0.86,21822.0,338.24,47.55,29.27,70.21,11.28,192.51,104.17,43.22,47.55,43.22,302.0,153.0,131.0,586.0,42.0,38.0,6.0,54.0,1.0,171.0,149.0,260.0,413.0,18.0,39.0,188.0,16.0,16.0,75.0,285.0,112.0,58.0,7.79,13.92,25.84,5.0,9.0,28.0,586.0,455.0,455.0,7.0,7.75,10.05,10.69,44.6,44.6,41.93,59.57,5.54,2.78,8.99,1.82,18.01,39.86,5.36,5.54,5.36,50.0,27.0,15.0,92.0,3.0,5.0,0.0,5.0,0.0,17.0,47.0,47.0,74.0,11.0,25.0,206.0,51.0,35.0,47.0,53.0,17.0,7.0,1.8,2.1,1.64,2.0,1.0,0.0,92.0,77.0,77.0,36.0,0.63,0.73,0.73,5.44,5.44,5.35
DET,2025,DET,DET,Team Level,other,82,0.52,0.51,0.52,11483.0,174.42,37.04,12.4,33.15,5.92,90.08,56.41,33.64,37.04,33.64,168.0,67.0,71.0,306.0,43.0,23.0,2.0,22.0,0.0,74.0,73.0,125.0,192.0,5.0,10.0,141.0,20.0,23.0,28.0,122.0,61.0,52.0,5.11,7.83,24.1,7.0,10.0,26.0,306.0,235.0,235.0,10.0,3.61,7.21,7.21,33.44,33.44,31.34,154.53,34.09,10.22,30.24,5.68,80.01,53.77,33.09,34.09,33.09,139.0,75.0,78.0,292.0,37.0,13.0,1.0,21.0,1.0,64.0,78.0,102.0,177.0,4.0,8.0,127.0,28.0,18.0,39.0,112.0,55.0,47.0,4.29,6.86,22.93,5.0,9.0,23.0,292.0,214.0,214.0,14.0,2.88,2.63,2.63,34.33,34.33,33.44
DET,2025,DET,DET,Team Level,all,82,0.5,0.49,0.5,298735.0,2630.73,256.45,181.24,638.75,89.7,1405.84,1002.02,241.64,256.66,241.8,2315.0,1259.0,1266.0,4840.0,239.0,297.0,28.0,462.0,6.0,1255.0,1315.0,2076.0,3335.0,260.0,551.0,2364.0,1480.0,364.0,1233.0,2608.0,698.0,268.0,75.73,86.23,94.48,79.0,89.0,71.0,4816.65,3574.0,3561.46,558.0,40.96,63.0,63.01,234.4,234.34,226.87,2582.65,252.38,177.37,614.39,86.49,1392.12,1010.24,242.76,253.54,243.87,2274.0,1259.0,1437.0,4970.0,254.0,228.0,25.0,513.0,4.0,1260.0,1274.0,2020.0,3279.0,289.0,617.0,2271.0,1755.0,343.0,1160.0,2596.0,684.0,253.0,81.59,82.65,88.16,97.0,74.0,83.0,4985.44,3533.0,3542.12,553.0,39.27,47.2,47.51,244.15,245.15,239.2
DET,2025,DET,DET,Team Level,5on5,82,0.49,0.49,0.5,243923.0,2012.14,161.14,129.16,513.38,69.01,1072.75,800.57,155.31,161.35,155.48,1761.0,985.0,1029.0,3775.0,142.0,215.0,16.0,374.0,5.0,963.0,1047.0,1619.0,2604.0,228.0,491.0,1857.0,1407.0,301.0,1094.0,2109.0,494.0,143.0,60.42,61.51,39.2,65.0,60.0,17.0,3751.65,2746.0,2733.46,507.0,26.86,40.23,40.4,147.6,147.55,145.24,2034.06,169.16,134.83,504.61,67.79,1093.77,809.84,163.11,170.32,164.22,1785.0,995.0,1179.0,3959.0,170.0,181.0,17.0,431.0,3.0,1006.0,989.0,1615.0,2610.0,260.0,557.0,1780.0,1667.0,275.0,1029.0,2122.0,507.0,151.0,66.54,61.73,40.9,84.0,56.0,30.0,3974.44,2780.0,2789.12,494.0,28.1,35.95,36.26,161.0,162.0,159.25
DET,2025,DET,DET,Team Level,4on5,82,0.09,0.09,0.11,19680.0,42.54,4.54,2.18,6.85,1.37,13.13,27.94,4.4,4.54,4.4,47.0,9.0,8.0,64.0,3.0,3.0,0.0,4.0,0.0,14.0,32.0,44.0,53.0,11.0,22.0,151.0,39.0,22.0,39.0,35.0,14.0,7.0,1.11,1.55,1.87,0.0,3.0,0.0,64.0,56.0,56.0,36.0,0.5,0.45,0.45,4.59,4.59,4.58,335.57,43.73,28.96,70.11,11.04,199.23,106.93,41.28,43.73,41.28,281.0,179.0,172.0,632.0,43.0,32.0,7.0,57.0,0.0,176.0,152.0,238.0,417.0,20.0,42.0,187.0,4.0,15.0,45.0,310.0,100.0,50.0,9.32,11.41,23.01,6.0,7.0,30.0,632.0,460.0,460.0,2.0,7.52,8.09,8.09,43.16,43.16,40.94
DET,2025,DET,DET,Team Level,5on4,82,0.91,0.89,0.87,23649.0,401.62,53.73,37.5,85.38,13.41,229.88,117.11,48.28,53.73,48.28,339.0,198.0,158.0,695.0,51.0,56.0,10.0,62.0,1.0,204.0,163.0,288.0,486.0,16.0,28.0,215.0,14.0,18.0,72.0,342.0,129.0,66.0,9.09,15.34,29.3,7.0,16.0,28.0,695.0,537.0,537.0,5.0,9.99,15.12,14.96,48.77,48.77,45.71,58.49,5.4,3.37,9.44,1.97,19.12,39.7,5.28,5.4,5.28,69.0,10.0,8.0,87.0,4.0,2.0,0.0,4.0,0.0,14.0,55.0,65.0,75.0,5.0,10.0,177.0,56.0,35.0,47.0,52.0,22.0,5.0,1.44,2.65,1.31,2.0,2.0,0.0,87.0,79.0,79.0,43.0,0.78,0.53,0.53,5.65,5.65,5.56
BUF,2025,BUF,BUF,Team Level,other,82,0.49,0.44,0.44,12346.0,147.21,42.58,9.94,25.98,4.82,71.93,47.76,40.15,42.58,40.15,124.0,79.0,74.0,277.0,34.0,12.0,1.0,14.0,0.0,81.0,62.0,90.0,169.0,8.0,19.0,127.0,38.0,21.0,38.0,101.0,46.0,56.0,3.99,5.77,32.82,5.0,4.0,25.0,277.0,203.0,203.0,12.0,2.86,3.61,3.61,41.82,41.82,40.69,194.71,43.9,14.82,35.32,6.8,104.28,57.88,40.33,43.9,40.33,176.0,87.0,88.0,351.0,43.0,25.0,3.0,36.0,0.0,94.0,65.0,133.0,220.0,6.0,15.0,156.0,35.0,22.0,23.0,129.0,69.0,65.0,5.27,8.52,30.11,5.0,12.0,26.0,351.0,263.0,263.0,6.0,4.29,7.36,7.36,40.83,40.83,38.27
BUF,2025,BUF,BUF,Team Level,all,82,0.49,0.49,0.49,298082.0,2589.92,258.05,181.64,617.02,86.15,1397.98,994.17,246.67,259.12,247.71,2307.0,1228.0,1152.0,4687.0,283.0,245.0,21.0,462.0,4.0,1295.0,1246.0,2024.0,3252.0,298.0,677.0,2149.0,1575.0,413.0,1270.0,2614.0,656.0,265.0,79.42,79.43,99.2,110.0,104.0,69.0,4722.06,3535.0,3556.12,595.0,40.46,49.11,49.15,249.36,250.7,243.96,2675.52,264.51,184.46,649.46,89.83,1414.86,1019.88,250.53,264.01,250.08,2385.0,1238.0,1295.0,4918.0,240.0,294.0,34.0,554.0,9.0,1280.0,1246.0,2145.0,3383.0,317.0,711.0,2533.0,1871.0,383.0,1219.0,2659.0,672.0,292.0,78.5,82.49,103.53,80.0,85.0,75.0,4880.12,3623.0,3606.82,580.0,41.78,62.68,62.68,243.61,243.13,234.98
BUF,2025,BUF,BUF,Team Level,5on5,82,0.5,0.49,0.5,240326.0,2033.69,170.02,135.2,508.95,68.06,1094.86,801.89,163.89,171.09,164.92,1815.0,964.0,938.0,3717.0,193.0,201.0,15.0,378.0,3.0,1003.0,1001.0,1622.0,2586.0,272.0,620.0,1678.0,1458.0,335.0,1118.0,2116.0,510.0,153.0,64.19,62.05,43.78,94.0,77.0,22.0,3752.06,2779.0,2800.12,542.0,28.16,40.48,40.52,157.67,159.01,156.01,2062.84,170.33,132.98,523.62,69.14,1086.04,817.88,163.96,169.83,163.5,1816.0,984.0,1025.0,3825.0,156.0,224.0,25.0,431.0,8.0,990.0,991.0,1660.0,2644.0,286.0,638.0,1913.0,1772.0,313.0,1103.0,2135.0,507.0,158.0,63.06,62.55,44.73,67.0,66.0,23.0,3787.12,2800.0,2783.82,536.0,27.74,44.02,44.02,154.05,153.57,150.84
BUF,2025,BUF,BUF,Team Level,4on5,82,0.1,0.09,0.11,21932.0,44.17,5.27,2.52,6.3,1.43,14.18,29.29,5.11,5.27,5.11,47.0,12.0,9.0,68.0,9.0,2.0,0.0,4.0,0.0,11.0,33.0,38.0,50.0,6.0,12.0,168.0,71.0,40.0,41.0,40.0,9.0,10.0,1.29,1.26,2.71,2.0,4.0,3.0,68.0,59.0,59.0,37.0,0.58,0.71,0.71,5.13,5.13,5.07,365.27,45.15,33.67,82.24,12.13,206.69,108.12,41.2,45.15,41.2,335.0,153.0,170.0,658.0,36.0,43.0,6.0,82.0,1.0,178.0,148.0,299.0,452.0,16.0,40.0,238.0,12.0,17.0,52.0,346.0,81.0,61.0,8.8,9.69,26.66,8.0,6.0,22.0,658.0,488.0,488.0,4.0,9.07,11.19,11.19,43.02,43.02,40.26
BUF,2025,BUF,BUF,Team Level,5on4,82,0.89,0.88,0.87,23478.0,364.84,40.18,33.97,75.78,11.83,217.01,115.23,37.53,40.18,37.53,321.0,173.0,131.0,625.0,47.0,30.0,5.0,66.0,1.0,200.0,150.0,274.0,447.0,12.0,26.0,176.0,8.0,17.0,73.0,357.0,91.0,46.0,9.95,10.34,19.9,9.0,19.0,19.0,625.0,494.0,494.0,4.0,8.87,4.31,4.31,44.74,44.74,42.19,52.69,5.14,2.99,8.28,1.75,17.85,35.99,5.05,5.14,5.05,58.0,14.0,12.0,84.0,5.0,2.0,0.0,5.0,0.0,18.0,42.0,53.0,67.0,9.0,18.0,226.0,52.0,31.0,41.0,49.0,15.0,8.0,1.37,1.73,2.04,0.0,1.0,4.0,84.0,72.0,72.0,34.0,0.68,0.09,0.09,5.72,5.72,5.62
VGK,2025,VGK,VGK,Team Level,other,82,0.47,0.51,0.5,9947.0,170.34,35.49,13.21,31.44,6.01,88.81,55.04,30.86,35.49,30.86,151.0,79.0,77.0,307.0,30.0,19.0,4.0,23.0,0.0,79.0,79.0,121.0,200.0,5.0,10.0,124.0,18.0,19.0,44.0,112.0,71.0,47.0,4.41,9.44,21.63,5.0,7.0,18.0,307.0,230.0,230.0,14.0,3.93,6.72,6.23,33.19,33.19,30.25,174.42,40.16,11.58,31.2,5.43,80.32,61.31,36.59,40.16,36.59,151.0,79.0,65.0,295.0,30.0,14.0,2.0,32.0,0.0,79.0,75.0,121.0,200.0,5.0,10.0,146.0,22.0,19.0,39.0,114.0,61.0,55.0,4.94,7.37,27.85,5.0,8.0,17.0,295.0,230.0,230.0,16.0,3.29,3.98,3.98,39.48,39.48,36.17
VGK,2025,VGK,VGK,Team Level,all,82,0.54,0.52,0.53,300940.0,2652.34,264.89,189.34,628.34,88.51,1406.5,1015.48,250.42,264.59,250.21,2377.0,1217.0,1337.0,4931.0,264.0,289.0,41.0,542.0,3.0,1247.0,1249.0,2113.0,3330.0,249.0,567.0,2349.0,1713.0,363.0,1322.0,2570.0,737.0,287.0,75.54,91.76,97.59,82.0,97.0,85.0,4905.19,3594.0,3576.33,557.0,42.7,61.34,61.34,246.18,246.06,238.4,2335.63,225.49,157.74,564.43,80.11,1250.82,915.4,214.58,226.98,216.03,2000.0,1194.0,1284.0,4478.0,242.0,246.0,31.0,421.0,5.0,1160.0,1120.0,1758.0,2952.0,274.0,619.0,2261.0,1739.0,407.0,1200.0,2383.0,570.0,241.0,71.12,69.37,85.01,98.0,79.0,65.0,4518.29,3194.0,3224.22,564.0,35.03,45.71,45.71,214.82,216.2,208.68
VGK,2025,VGK,VGK,Team Level,5on5,82,0.54,0.52,0.53,250337.0,2084.11,175.04,139.05,514.67,69.12,1108.0,832.18,168.41,174.73,168.2,1865.0,974.0,1117.0,3956.0,174.0,203.0,26.0,448.0,2.0,1011.0,1001.0,1691.0,2665.0,224.0,519.0,1856.0,1633.0,305.0,1183.0,2141.0,534.0,164.0,62.86,66.38,45.8,70.0,72.0,32.0,3930.19,2839.0,2821.33,515.0,29.04,41.01,41.1,162.91,162.79,160.16,1846.57,146.79,120.19,468.51,64.09,999.77,736.64,141.82,148.28,143.27,1561.0,975.0,1070.0,3606.0,172.0,198.0,26.0,336.0,3.0,936.0,891.0,1389.0,2364.0,248.0,565.0,1779.0,1668.0,342.0,1053.0,1985.0,412.0,139.0,58.12,50.57,38.1,86.0,60.0,26.0,3646.29,2536.0,2566.22,499.0,25.01,35.36,35.52,136.28,137.66,135.43
VGK,2025,VGK,VGK,Team Level,4on5,82,0.14,0.11,0.13,19494.0,43.35,5.79,2.58,6.68,1.42,13.17,26.37,5.46,5.79,5.46,44.0,12.0,7.0,63.0,6.0,6.0,1.0,2.0,0.0,5.0,37.0,38.0,50.0,2.0,4.0,150.0,58.0,22.0,31.0,28.0,17.0,11.0,0.85,2.19,2.75,1.0,3.0,2.0,63.0,56.0,56.0,22.0,0.59,1.3,1.3,5.07,5.07,4.98,265.18,34.16,23.42,57.54,8.97,154.61,82.32,31.84,34.16,31.84,237.0,124.0,145.0,506.0,36.0,31.0,3.0,49.0,2.0,134.0,109.0,201.0,325.0,17.0,34.0,179.0,14.0,14.0,61.0,238.0,80.0,43.0,6.87,9.21,18.07,7.0,7.0,22.0,506.0,361.0,361.0,9.0,6.16,5.83,5.67,34.65,34.65,32.7
VGK,2025,VGK,VGK,Team Level,5on4,82,0.92,0.9,0.88,21162.0,354.54,48.57,34.52,75.55,11.96,196.51,101.89,45.69,48.57,45.69,317.0,152.0,136.0,605.0,54.0,61.0,10.0,69.0,1.0,152.0,132.0,263.0,415.0,18.0,34.0,219.0,4.0,17.0,64.0,289.0,115.0,65.0,7.43,13.73,27.4,6.0,15.0,33.0,605.0,469.0,469.0,6.0,9.15,12.31,12.71,45.01,45.01,43.01,49.45,4.38,2.55,7.19,1.62,16.12,35.14,4.32,4.38,4.32,51.0,16.0,4.0,71.0,4.0,3.0,0.0,4.0,0.0,11.0,45.0,47.0,63.0,4.0,10.0,157.0,35.0,32.0,47.0,46.0,17.0,4.0,1.18,2.21,0.98,0.0,4.0,0.0,71.0,67.0,67.0,40.0,0.58,0.54,0.54,4.42,4.42,4.39
COL,2025,COL,COL,Team Level,other,82,0.59,0.5,0.52,10037.0,155.3,42.63,10.26,25.97,5.15,80.55,51.44,39.42,42.63,39.42,133.0,83.0,62.0,278.0,40.0,12.0,2.0,19.0,1.0,86.0,58.0,93.0,176.0,6.0,12.0,128.0,28.0,18.0,61.0,114.0,43.0,59.0,4.84,5.27,32.52,6.0,6.0,28.0,278.0,216.0,216.0,16.0,3.05,4.26,4.26,41.42,41.42,39.01,144.72,29.96,10.5,27.61,5.05,82.68,46.2,27.01,29.96,27.01,127.0,75.0,81.0,283.0,24.0,14.0,1.0,10.0,0.0,92.0,62.0,103.0,178.0,5.0,10.0,122.0,24.0,18.0,30.0,113.0,50.0,39.0,4.65,5.93,19.38,8.0,0.0,16.0,283.0,202.0,202.0,14.0,3.1,3.08,3.14,29.92,29.92,27.44
COL,2025,COL,COL,Team Level,all,82,0.57,0.56,0.56,299088.0,3003.15,301.1,205.58,732.68,100.73,1637.57,1164.33,284.67,305.0,288.4,2769.0,1373.0,1568.0,5710.0,298.0,318.0,40.0,590.0,2.0,1578.0,1356.0,2471.0,3844.0,261.0,553.0,2463.0,1360.0,369.0,1295.0,3077.0,742.0,323.0,95.18,92.08,113.84,139.0,74.0,85.0,5831.17,4142.0,4209.43,546.0,45.69,68.07,68.07,278.73,282.06,272.18,2442.91,231.31,169.67,593.81,82.38,1303.32,938.58,218.87,229.22,216.87,2144.0,1176.0,1160.0,4480.0,197.0,288.0,20.0,480.0,3.0,1145.0,1207.0,1947.0,3123.0,289.0,614.0,2346.0,1700.0,384.0,1289.0,2455.0,615.0,250.0,69.32,77.91,84.08,77.0,62.0,58.0,4399.5,3320.0,3276.45,640.0,38.05,55.04,55.13,214.16,212.36,206.15
COL,2025,COL,COL,Team Level,5on5,82,0.57,0.57,0.56,240966.0,2374.5,202.97,155.56,608.77,80.22,1291.03,942.44,194.49,206.87,198.23,2199.0,1082.0,1333.0,4614.0,216.0,259.0,31.0,475.0,1.0,1248.0,1082.0,1983.0,3065.0,230.0,487.0,1885.0,1265.0,304.0,1106.0,2516.0,558.0,207.0,76.75,70.14,56.07,123.0,59.0,34.0,4735.17,3281.0,3348.43,486.0,32.45,53.03,53.03,182.39,185.72,181.57,1901.04,154.03,123.97,483.99,64.0,1009.79,750.26,147.52,151.94,145.52,1647.0,940.0,937.0,3524.0,128.0,225.0,14.0,407.0,3.0,875.0,949.0,1519.0,2459.0,259.0,549.0,1817.0,1599.0,309.0,1121.0,1976.0,467.0,144.0,54.41,60.09,39.54,59.0,51.0,18.0,3443.5,2587.0,2543.45,576.0,25.8,40.95,41.21,138.57,136.77,134.51
COL,2025,COL,COL,Team Level,4on5,82,0.12,0.14,0.15,23031.0,59.44,5.42,2.96,9.38,2.01,19.15,41.07,5.31,5.42,5.31,62.0,18.0,11.0,91.0,2.0,4.0,0.0,5.0,0.0,22.0,47.0,60.0,78.0,15.0,31.0,177.0,50.0,30.0,50.0,56.0,17.0,7.0,1.49,2.18,1.75,0.0,0.0,2.0,91.0,80.0,80.0,39.0,0.69,0.83,0.83,5.27,5.27,5.22,333.06,41.14,31.86,72.15,11.23,190.27,99.36,38.22,41.14,38.22,295.0,151.0,134.0,580.0,34.0,47.0,5.0,59.0,0.0,168.0,138.0,261.0,412.0,16.0,37.0,226.0,16.0,14.0,88.0,304.0,83.0,59.0,8.41,9.8,22.92,7.0,5.0,22.0,580.0,446.0,446.0,7.0,8.38,10.95,10.72,38.8,38.8,37.38
COL,2025,COL,COL,Team Level,5on4,82,0.89,0.89,0.87,25054.0,413.91,50.09,36.79,88.57,13.35,246.83,129.37,45.44,50.09,45.44,375.0,190.0,162.0,727.0,40.0,43.0,7.0,91.0,0.0,222.0,169.0,335.0,525.0,10.0,23.0,273.0,17.0,17.0,78.0,391.0,124.0,50.0,12.09,14.5,23.49,10.0,9.0,21.0,727.0,565.0,565.0,5.0,9.5,9.94,9.94,49.64,49.64,46.37,64.09,6.15,3.34,10.07,2.09,20.58,42.77,6.11,6.15,6.11,75.0,10.0,8.0,93.0,11.0,2.0,0.0,4.0,0.0,10.0,58.0,64.0,74.0,9.0,18.0,181.0,61.0,43.0,50.0,62.0,15.0,8.0,1.84,2.08,2.23,3.0,6.0,2.0,93.0,85.0,85.0,43.0,0.77,0.06,0.06,6.87,6.87,6.82
SEA,2025,SEA,SEA,Team Level,other,82,0.47,0.48,0.5,10178.0,152.73,32.58,11.55,28.39,5.41,83.35,50.71,30.98,32.58,30.98,145.0,67.0,60.0,272.0,33.0,13.0,2.0,32.0,0.0,75.0,59.0,112.0,179.0,4.0,11.0,127.0,18.0,17.0,29.0,110.0,62.0,40.0,4.62,7.4,20.56,4.0,9.0,20.0,272.0,212.0,212.0,11.0,3.39,2.6,2.6,33.36,33.36,31.81,153.98,36.98,10.52,27.51,5.35,80.09,55.56,35.43,36.98,35.43,131.0,85.0,75.0,291.0,34.0,18.0,4.0,22.0,0.0,84.0,58.0,97.0,182.0,6.0,15.0,116.0,26.0,19.0,39.0,109.0,53.0,54.0,4.45,6.49,26.03,3.0,5.0,26.0,291.0,216.0,216.0,15.0,2.96,3.77,3.77,36.17,36.17,34.9
SEA,2025,SEA,SEA,Team Level,all,82,0.46,0.46,0.46,299459.0,2362.45,223.93,165.42,572.72,79.94,1285.98,912.0,214.23,223.35,213.69,2098.0,1142.0,1152.0,4392.0,224.0,241.0,42.0,483.0,4.0,1123.0,1165.0,1874.0,3016.0,250.0,556.0,2173.0,1517.0,392.0,1241.0,2454.0,552.0,234.0,73.69,66.68,83.57,78.0,65.0,81.0,4360.54,3240.0,3220.18,573.0,37.09,52.31,52.35,208.67,208.11,203.25,2741.61,257.92,190.07,666.03,93.66,1500.35,1078.02,247.59,259.48,249.1,2417.0,1370.0,1413.0,5200.0,257.0,299.0,27.0,563.0,4.0,1403.0,1261.0,2160.0,3530.0,253.0,559.0,2381.0,1630.0,386.0,1288.0,2873.0,634.0,280.0,82.52,77.41,97.98,80.0,88.0,89.0,5252.46,3787.0,3820.73,568.0,42.05,53.01,53.08,246.89,248.32,241.99
SEA,2025,SEA,SEA,Team Level,5on5,82,0.46,0.45,0.46,249612.0,1859.79,147.82,122.11,468.1,62.49,1009.53,746.94,142.34,147.24,141.8,1638.0,919.0,957.0,3514.0,153.0,183.0,32.0,378.0,4.0,882.0,957.0,1485.0,2404.0,224.0,498.0,1689.0,1441.0,337.0,1120.0,2009.0,408.0,140.0,59.1,49.08,39.63,62.0,51.0,40.0,3482.54,2557.0,2537.18,531.0,25.39,36.16,36.72,136.49,135.94,133.88,2198.12,173.77,146.67,559.09,75.58,1205.68,885.28,167.53,175.32,169.03,1943.0,1104.0,1179.0,4226.0,160.0,241.0,16.0,467.0,4.0,1130.0,1045.0,1783.0,2887.0,223.0,495.0,1865.0,1544.0,323.0,1165.0,2391.0,490.0,166.0,68.64,59.87,45.26,70.0,63.0,27.0,4278.47,3047.0,3080.73,521.0,30.49,42.95,43.03,161.23,162.66,159.74
SEA,2025,SEA,SEA,Team Level,4on5,82,0.04,0.06,0.07,19053.0,23.88,1.81,1.22,3.69,0.81,8.31,17.17,1.7,1.81,1.7,30.0,3.0,4.0,37.0,1.0,0.0,0.0,1.0,0.0,4.0,27.0,29.0,32.0,6.0,12.0,146.0,43.0,19.0,32.0,27.0,3.0,3.0,0.69,0.4,0.72,1.0,0.0,0.0,37.0,33.0,33.0,28.0,0.29,0.0,0.0,2.09,2.09,1.97,335.64,42.71,30.49,71.56,11.12,198.28,99.85,40.32,42.71,40.32,291.0,163.0,151.0,605.0,56.0,37.0,6.0,71.0,0.0,175.0,115.0,235.0,398.0,14.0,28.0,221.0,10.0,11.0,50.0,319.0,81.0,54.0,7.97,9.62,25.13,7.0,16.0,33.0,605.0,454.0,454.0,2.0,8.04,6.02,6.02,44.73,44.73,42.66
SEA,2025,SEA,SEA,Team Level,5on4,82,0.9,0.88,0.86,20616.0,326.04,41.73,30.54,72.54,11.23,184.79,97.17,39.21,41.73,39.21,285.0,153.0,131.0,569.0,37.0,45.0,8.0,72.0,0.0,162.0,122.0,248.0,401.0,16.0,35.0,211.0,15.0,19.0,60.0,308.0,79.0,51.0,9.28,9.8,22.65,11.0,5.0,21.0,569.0,438.0,438.0,3.0,8.03,13.55,13.03,36.72,36.72,35.59,53.87,4.46,2.4,7.88,1.61,16.31,37.35,4.32,4.46,4.32,52.0,18.0,8.0,78.0,7.0,3.0,1.0,3.0,0.0,14.0,43.0,45.0,63.0,10.0,21.0,179.0,50.0,33.0,34.0,54.0,10.0,6.0,1.45,1.43,1.58,0.0,4.0,3.0,78.0,70.0,70.0,30.0,0.56,0.27,0.27,4.76,4.76,4.67
WSH,2025,WSH,WSH,Team Level,other,82,0.59,0.53,0.54,11725.0,182.56,46.55,12.25,34.04,6.69,89.45,59.01,43.18,46.55,43.18,160.0,88.0,83.0,331.0,40.0,25.0,4.0,21.0,1.0,84.0,77.0,120.0,208.0,8.0,19.0,137.0,37.0,18.0,44.0,116.0,60.0,72.0,4.87,7.3,34.39,8.0,1.0,31.0,331.0,248.0,248.0,17.0,3.62,7.1,7.1,43.08,43.08,41.09,152.87,32.06,10.24,28.68,5.19,81.64,51.18,30.59,32.06,30.59,132.0,77.0,89.0,298.0,32.0,11.0,0.0,22.0,1.0,84.0,59.0,100.0,177.0,10.0,23.0,121.0,20.0,16.0,47.0,105.0,59.0,45.0,4.27,7.39,20.4,4.0,9.0,19.0,298.0,209.0,209.0,12.0,2.91,3.46,3.46,31.51,31.51,30.39
